institution,credit_code,credit_name,category,pillar,indicator,section,field,units,value_numeric,institution_key,gri_standard,gri_disclosure,relationship,mapped_to_gri,is_intensity,comparable
"University of California, Berkeley",PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.2 Percentage of employees that receive a living wage,,Wage floor for short-term/casual academic staff,,22.54,berkeley,,,,False,False,True
"University of California, Berkeley",PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.2 Percentage of employees that receive a living wage,,Wage floor for short-term/casual non-academic staff,,18.67,berkeley,,,,False,False,True
"University of California, Berkeley",PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Amount allocated to businesses selected for exemplary sustainability performance using positive screens,,1043000000.0,berkeley,,,,False,False,False
"University of California, Berkeley",PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Amount allocated to community development financial institutions (CDFIs),,221000000.0,berkeley,,,,False,False,False
"University of California, Berkeley",PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,"Amount allocated to funds that are explicitly focused on sustainability or environmental, social, and governance (ESG)",,97900000.0,berkeley,,,,False,False,False
"University of California, Berkeley",PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Amount allocated to green revolving funds seeded from the investment pool,,0.0,berkeley,,,,False,False,False
"University of California, Berkeley",PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Amount allocated to place-based investments that target positive social and environmental impacts in economically divested areas,,0.0,berkeley,,,,False,False,False
"University of California, Berkeley",PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Amount allocated to sustainability-focused industries or sectors,,1522800000.0,berkeley,,,,False,False,False
"University of California, Berkeley",PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Percentage of the investment pool allocated to positive sustainability investments,,12.76,berkeley,,,,False,False,False
"University of California, Berkeley",PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Total positive sustainability investments,,2884700000.0,berkeley,,,,False,False,False
"University of California, Berkeley",PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Value of the investment pool,,22600000000.0,berkeley,,,,False,False,False
"University of California, Berkeley",PA-7,Racial and Ethnic Representation,Planning & Administration,Social,7.1 Ethnic diversity index,,Ethnic diversity index for academic staff,,0.5,berkeley,GRI 405,405-1,partial,True,False,False
"University of California, Berkeley",PA-7,Racial and Ethnic Representation,Planning & Administration,Social,7.1 Ethnic diversity index,,Ethnic diversity index for executive staff,,0.51,berkeley,GRI 405,405-1,partial,True,False,False
"University of California, Berkeley",PA-7,Racial and Ethnic Representation,Planning & Administration,Social,7.1 Ethnic diversity index,,Ethnic diversity index for non-academic staff,,0.69,berkeley,GRI 405,405-1,partial,True,False,False
"University of California, Berkeley",PA-7,Racial and Ethnic Representation,Planning & Administration,Social,7.1 Ethnic diversity index,,Ethnic diversity index for students,,0.79,berkeley,,,,False,False,True
"University of California, Berkeley",PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among executive staff",,2.0,berkeley,,,,False,False,True
"University of California, Berkeley",PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among regular/permanent academic staff",,2.0,berkeley,,,,False,False,True
"University of California, Berkeley",PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among regular/permanent non-academic staff",,4.0,berkeley,,,,False,False,True
"University of California, Berkeley",PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.2 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among students",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among students",,2.0,berkeley,,,,False,False,True
"University of California, Berkeley",PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among executive staff",,33.33,berkeley,,,,False,False,True
"University of California, Berkeley",PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among regular/permanent academic staff",,33.33,berkeley,,,,False,False,True
"University of California, Berkeley",PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among regular/permanent non-academic staff",,66.67,berkeley,,,,False,False,True
"University of California, Berkeley",PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.2 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among students",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among students",,33.33,berkeley,,,,False,False,True
"University of California, Berkeley",PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.2 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among students",,"Total number of marginalized racial, ethnic, and/or Indigenous groups in the region served by the institution",,6.0,berkeley,,,,False,False,True
"University of California, Berkeley",PA-8,Gender Parity,Planning & Administration,Social,8.2 Percentage of employees with marginalized gender identities,,Percentage of executive staff that identify as women or other marginalized gender identities,,50.0,berkeley,GRI 405,405-1,component,True,False,True
"University of California, Berkeley",PA-8,Gender Parity,Planning & Administration,Social,8.2 Percentage of employees with marginalized gender identities,,Percentage of regular/permanent academic staff that identify as women or other marginalized gender identities,,36.7,berkeley,GRI 405,405-1,component,True,False,True
"University of California, Berkeley",PA-8,Gender Parity,Planning & Administration,Social,8.2 Percentage of employees with marginalized gender identities,,Percentage of regular/permanent non-academic staff that identify as women or other marginalized gender identities,,56.5,berkeley,GRI 405,405-1,component,True,False,True
"University of California, Berkeley",PA-8,Gender Parity,Planning & Administration,Social,8.1. Percentage of students with marginalized gender identities,,Percentage of students that identify as women or other marginalized gender identities,,54.4,berkeley,,,,False,False,True
"University of California, Berkeley",PA-9,Affordability and Access,Planning & Administration,Social,9.1 Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,Average annual net price of attendance for low-income students,,5895.0,berkeley,,,,False,False,True
"University of California, Berkeley",PA-9,Affordability and Access,Planning & Administration,Social,9.1 Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,Local hourly minimum wage for students,,16.99,berkeley,,,,False,False,True
"University of California, Berkeley",PA-9,Affordability and Access,Planning & Administration,Social,9.1 Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,346.97,berkeley,,,,False,False,True
"University of California, Berkeley",PA-9,Affordability and Access,Planning & Administration,Social,9.2 Percentage of students that are low-income,,Percentage of students that are low-income,,27.0,berkeley,,,,False,False,True
"University of California, Berkeley",PRE-3,Institutional Characteristics,Report Preface,Preface,,,Full-time equivalent of employees,,13678.0,berkeley,GRI 2,2-7,partial,True,False,True
"University of California, Berkeley",PRE-3,Institutional Characteristics,Report Preface,Preface,,,Full-time equivalent student enrollment,,44578.0,berkeley,,,,False,False,True
