institution,credit_code,category,pillar,credit_name,section,field,value,units,value_numeric,value_type,links
University College Cork,IL-69,IL,Bonus,Innovation E,,"Does the innovation represent a new, extraordinary, unique, ground-breaking, or uncommon outcome, program, or initiative that addresses a sustainability challenge and is not covered by an existing credit?",Yes,,,boolean,
University College Cork,IL-69,IL,Bonus,Innovation E,,Narrative and/or website URL providing an overview of the innovation,The UCC Sustainability Academy is the first university sustainability training and education unit of its kind in Ireland which uses a unique model for sustainability education delivery. The Academy programmes draw on the deep expertise of over 100 sustainability academics in UCC across 25 Schools combined with a core team of sustainability trainers and industry practitioners to contribute to programmes. We pride ourselves on delivering educational content which is cutting-edge based on the research output of 400 research papers annually within the internationally leading UCC Environmental research Institute. The Sustainability Academy programmes are UCC accredited and can be used for attaining professional CPD recognition. The Sustainability Academy offers: 0.5-1-day workshops Micro-credentials E-learning modules Bespoke in-house training Summer schools and residentials Guest speakers Thought leadership forums One of the most innovative offerings was a Climate Diplomacy Training course delivered to the Irish Department of Foreign Affairs staff. The course was aimed at supporting diplomatic staff in offices across the globe to better understand climate change and their role in supporting climate action.,,,text_long,
University College Cork,IL-69,IL,Bonus,Innovation E,,Notes about the information provided for this credit,,,,not_reported,
University College Cork,IL-69,IL,Bonus,Innovation E,,Additional documentation for this credit,,,,not_reported,
Technological University Dublin,PRE-1,PRE,Preface,Executive Letter,,Executive cover letter,TU_Dublin_Executive_letter_STARS_Application_2024.pdf,,,text,https://reports.aashe.org/media/secure/1646/9/842/8914/TU_Dublin_Executive_letter_STARS_Application_2024.pdf
Technological University Dublin,PRE-1,PRE,Preface,Executive Letter,,Notes about the information provided for this credit,,,,not_reported,
Technological University Dublin,PRE-2,PRE,Preface,Points of Distinction,,"Name of the institution’s featured sustainability program, initiative, or accomplishment",TU Dublin Sustainability Education Transformation programme,,,text,
Technological University Dublin,PRE-2,PRE,Preface,Points of Distinction,,"Narrative and/or website URL providing an overview of the institution’s featured program initiative, or accomplishment","TU Dublin Sustainability Education team (Ref1) is driving the sustainability transformation of the curriculum, professional development and upskilling of staff and students. AASHE recognises TU Dublin as the first Centre for Sustainability Across the Curriculum in Europe (Ref2 ) . URL References: Ref1: https://www.tudublin.ie/explore/about-the-university/sustainability/sustainability-education/ Ref2: https://www.tudublin.ie/explore/news/tu-dublin-is-recognised-as-the-first-centre-for-sustainability-across-the-curriculum-in-europe.html",,,text_long,https://www.tudublin.ie/explore/news/tu-dublin-is-recognised-as-the-first-centre-for-sustainability-across-the-curriculum-in-europe.html) https://www.tudublin.ie/explore/about-the-university/sustainability/sustainability-education/
Technological University Dublin,PRE-2,PRE,Preface,Points of Distinction,,"A photograph or document associated with the featured program, initiative, or accomplishment",PRE_2_centre-for-sustainability-main.png,,,text,https://reports.aashe.org/media/secure/1646/9/843/8918/PRE_2_centre-for-sustainability-main.png
Technological University Dublin,PRE-2,PRE,Preface,Points of Distinction,,"Name of a second featured sustainability program, initiative, or accomplishment",TU Dublin Sustainable Campus programme,,,text,
Technological University Dublin,PRE-2,PRE,Preface,Points of Distinction,,"Narrative and/or website URL providing an overview of the second featured program initiative, or accomplishment","TU Dublin Sustainable Campus programme (Ref1) bi-annually report the Climate Action Roadmap (CAR) (Ref2). This is a significant effort that looks at contiuously measuring and reporting Scope 1, 2, and 3 carbon emissions and planning the decarbonisation of the university. A major recognition of the wholistic sustainability measures across campuses is seen with TU Dublin raising the Green Flag at all campuses (Ref3 ) URL References: Ref1: https://www.tudublin.ie/explore/about-the-university/sustainability/sustainable-campus/ Ref2: https://www.tudublin.ie/explore/about-the-university/sustainability/vision--progress/sustainability-strategy/climate-action-roadmap/ Ref3: https://www.tudublin.ie/explore/news/tu-dublin-raise-the-green-flag-at-all-campuses-.html#:~:text=TU%20Dublin%20is%20the%20first,strategic%20milestone%20for%20the%20University.",,,text_long,"https://www.tudublin.ie/explore/news/tu-dublin-raise-the-green-flag-at-all-campuses-.html#:~:text=TU%20Dublin%20is%20the%20first,strategic%20milestone%20for%20the%20University.) https://www.tudublin.ie/explore/about-the-university/sustainability/sustainable-campus/ https://www.tudublin.ie/explore/about-the-university/sustainability/vision--progress/sustainability-strategy/climate-action-roadmap/"
Technological University Dublin,PRE-2,PRE,Preface,Points of Distinction,,"A photograph or document associated with the second featured program, initiative, or accomplishment",PRE_2_Green-Flag.jpg,,,text,https://reports.aashe.org/media/secure/1646/9/843/8921/PRE_2_Green-Flag.jpg
Technological University Dublin,PRE-2,PRE,Preface,Points of Distinction,,"Name of a third featured sustainability program, initiative, or accomplishment",TU Dublin Sustainability Digitalisation programme,,,text,
Technological University Dublin,PRE-2,PRE,Preface,Points of Distinction,,"Narrative and/or website URL providing an overview of the third featured program initiative, or accomplishment","TU Dublin Sustainability Intelligence team (Ref1) leads the Digital Transformation programme of the university on sustainability themes. The team looks at gathering all data from all the university to assess and report on the sustainability level of the university, and develop new digital methodology to enhance and consolidate the assessment and report on all sustainability aspects. The sustainability digitalisation programme already produced three web applications that enable to assess the sustainability in the curriculum (analysing the curriculum databases), sustainability in research (analysing all research outputs in the TU Dublin research repository and Scopus), and sustainability in communication (analysing website content). These web apps assess the sustainablity level (Focused, Incluside, or Nothing) of text among the 17 UN SDG. These applications are currently in the process of being made available to all TU Dublin staff and students. Another project within the sustainability digitalisation programme is ""Towards a Sustainability University Campus"" (Ref2) which looks at digitalising, modelling, monitoring and reporting the operation of TU Dublin buildings and campuses with outputs feeding into scope 1, 2 and 3 outputs reported in the Climate Action Roadmap and other reporting framework such as STARS. Further background on TU Dublin ""Digitalisation Transformation"" programme of the universiy: TU Dublin Strategic Plan (Ref3 and Ref4) is built on 3 sustainability pillars, namely People, Planet, and Partnership. A fouth pillar is ""Enablers"" and includes the ""Digital Transformation"" programme of the university that is made evident across a non-exhaustive list of university activities such as (i) the N-TUTORR project on the Digital Transformation in Teaching and Learning (Ref5) leading to TU Dublin policy and guidance on Digital Education (Ref6), (ii) the Technology Services Digital Transformation Programme 24/25 (Ref7), and (iii) digital transformation courses delivered by various schools in the Faculty of Computing, Digital and Data (Ref8). URL References: Ref1: https://www.tudublin.ie/explore/about-the-university/sustainability/about/sustainability-team/sustainability-intelligence/ Ref2: https://www.tudublin.ie/explore/about-the-university/sustainability/strategic-projects/action-research/towards-a-sustainable-university-campus/ Ref3: https://www.tudublin.ie/media/website/explore/about-the-university/strategic-plan/documents/Strategic-Plan-2024-2028-FINAL.pdf Ref4: https://www.tudublin.ie/explore/about-the-university/strategicintent/2030/ Ref5: https://www.tudublin.ie/explore/about-the-university/academic-affairs/ntutorr/themes/digital-transformation-in-teaching-and-learning/ Ref6: https://www.tudublin.ie/explore/about-the-university/academic-affairs/digital-education/ Ref7: https://www.tudublin.ie/connect/technology-services/about-us/enterprise-systems-and-planning/ict-project-office/technology-services-digital-transformation-programme-24-25/ Ref8: https://www.tudublin.ie/explore/faculties-and-schools/computing-digital-data/",,,text_long,https://www.tudublin.ie/explore/about-the-university/sustainability/about/sustainability-team/sustainability-intelligence/ https://www.tudublin.ie/explore/about-the-university/sustainability/strategic-projects/action-research/towards-a-sustainable-university-campus/ https://www.tudublin.ie/media/website/explore/about-the-university/strategic-plan/documents/Strategic-Plan-2024-2028-FINAL.pdf https://www.tudublin.ie/explore/about-the-university/strategicintent/2030/ https://www.tudublin.ie/explore/about-the-university/academic-affairs/ntutorr/themes/digital-transformation-in-teaching-and-learning/ https://www.tudublin.ie/explore/about-the-university/academic-affairs/digital-education/ https://www.tudublin.ie/connect/technology-services/about-us/enterprise-systems-and-planning/ict-project-office/technology-services-digital-transformation-programme-24-25/ https://www.tudublin.ie/explore/faculties-and-schools/computing-digital-data/
